frame,elapsed_seconds,delta_time_ms,main_thread_ms,player_loop_ms,gc_allocated_in_frame_bytes,total_used_memory_bytes,total_reserved_memory_bytes,gc_reserved_memory_bytes,system_used_memory_bytes,fixed_step_ms,belt_transfer_ms,belt_progress_ms,transfer_command_buffer_ms,item_pool_initialization_ms,item_visual_capture_ms,item_transform_presentation_ms,item_process_ms,item_port_adapter_ms,item_port_buffer_swap_ms,grid_placement_transform_ms,wait_for_job_group_ms
88,0.173366,1.251403,1.240800,1.159600,1148.000000,643418323.000000,1140539392.000000,252489728.000000,1273888768.000000,0.000600,0.000000,0.000000,0.000000,0.008400,0.000000,0.093600,0.000000,0.000000,0.000000,0.002700,0.000000
89,0.174676,1.302898,1.297600,1.206800,1148.000000,643422907.000000,1140539392.000000,252489728.000000,1273888768.000000,0.000700,0.000000,0.000000,0.000000,0.008600,0.000000,0.113500,0.000000,0.000000,0.000000,0.002800,0.000000
90,0.176150,1.484304,1.486300,1.395200,1148.000000,643422075.000000,1140539392.000000,252489728.000000,1273888768.000000,0.000800,0.000000,0.000000,0.000000,0.007900,0.000000,0.102400,0.000000,0.000000,0.000000,0.003200,0.000000
91,0.177531,1.339498,1.303100,1.218700,1148.000000,643422099.000000,1140539392.000000,252489728.000000,1273888768.000000,0.001000,0.000000,0.000000,0.000000,0.007400,0.000000,0.080200,0.000000,0.000000,0.000000,0.003100,0.000000
92,0.178746,1.251800,1.285700,1.169100,1148.000000,643426643.000000,1140539392.000000,252489728.000000,1273888768.000000,0.000600,0.000000,0.000000,0.000000,0.010400,0.000000,0.078100,0.000000,0.000000,0.000000,0.003600,0.000000
93,0.180146,1.342396,1.338800,1.252200,1148.000000,643426227.000000,1140539392.000000,252489728.000000,1273888768.000000,0.000700,0.000000,0.000000,0.000000,0.008400,0.000000,0.123800,0.000000,0.000000,0.000000,0.002900,0.000000
94,0.183858,3.755301,3.743100,3.656400,1148.000000,643434728.000000,1140539392.000000,252489728.000000,1273888768.000000,3.248000,0.055200,0.017400,3.123300,0.010000,0.020000,0.010400,0.000800,0.000900,0.015100,0.003800,0.000000
95,0.185257,1.418304,1.422200,1.327600,1148.000000,643431243.000000,1140539392.000000,252489728.000000,1273888768.000000,0.000700,0.000000,0.000000,0.000000,0.009000,0.000000,0.110300,0.000000,0.000000,0.000000,0.003100,0.000000
96,0.186663,1.393098,1.394300,1.308000,1148.000000,643431267.000000,1140539392.000000,252489728.000000,1273888768.000000,0.000700,0.000000,0.000000,0.000000,0.008200,0.000000,0.083900,0.000000,0.000000,0.000000,0.002700,0.000000
97,0.187933,1.257100,1.249100,1.164600,1148.000000,643431291.000000,1140539392.000000,252489728.000000,1273888768.000000,0.000700,0.000000,0.000000,0.000000,0.009100,0.000000,0.107300,0.000000,0.000000,0.000000,0.002900,0.000000
98,0.189332,1.394600,1.370600,1.281300,1148.000000,643430491.000000,1140539392.000000,252489728.000000,1273888768.000000,0.000700,0.000000,0.000000,0.000000,0.009500,0.000000,0.070100,0.000000,0.000000,0.000000,0.003400,0.000000
99,0.190595,1.283503,1.302900,1.195500,1148.000000,643430531.000000,1140539392.000000,252489728.000000,1273888768.000000,0.000700,0.000000,0.000000,0.000000,0.010000,0.000000,0.094400,0.000000,0.000000,0.000000,0.003700,0.000000
100,0.191845,1.253493,1.258300,1.172400,1148.000000,643434651.000000,1140539392.000000,252489728.000000,1273888768.000000,0.000800,0.000000,0.000000,0.000000,0.008400,0.000000,0.082400,0.000000,0.000000,0.000000,0.002900,0.000000
101,0.194141,1.224603,1.191700,1.113800,1148.000000,643437432.000000,1140539392.000000,252489728.000000,1273888768.000000,0.000700,0.000000,0.000000,0.000000,0.009100,0.000000,0.074000,0.000000,0.000000,0.000000,0.002600,0.000000
102,0.194811,1.712599,1.726400,1.609300,1148.000000,643436379.000000,1140539392.000000,252489728.000000,1273888768.000000,0.000600,0.000000,0.000000,0.000000,0.006100,0.000000,0.024400,0.000000,0.000000,0.000000,0.003400,0.000000
103,0.195903,1.120004,1.129700,1.032700,1148.000000,643434731.000000,1140539392.000000,252489728.000000,1273888768.000000,0.000700,0.000000,0.000000,0.000000,0.010800,0.000000,0.107900,0.000000,0.000000,0.000000,0.003700,0.000000
104,0.197261,1.336494,1.321000,1.236000,1148.000000,643434707.000000,1140539392.000000,252489728.000000,1273888768.000000,0.000600,0.000000,0.000000,0.000000,0.009000,0.000000,0.075900,0.000000,0.000000,0.000000,0.002900,0.000000
105,0.200991,3.663506,3.648400,3.552000,1148.000000,643449079.000000,1140539392.000000,252489728.000000,1273888768.000000,3.131900,0.131300,0.016600,2.839600,0.009800,0.028300,0.011700,0.000600,0.000500,0.098800,0.003500,0.000000
