frame,elapsed_seconds,delta_time_ms,main_thread_ms,player_loop_ms,gc_allocated_in_frame_bytes,total_used_memory_bytes,total_reserved_memory_bytes,gc_reserved_memory_bytes,system_used_memory_bytes,fixed_step_ms,belt_transfer_ms,belt_progress_ms,transfer_command_buffer_ms,item_visual_capture_ms,item_transform_presentation_ms,item_process_ms,item_port_adapter_ms,item_port_buffer_swap_ms,grid_placement_transform_ms,wait_for_job_group_ms
114,0.260948,3.643495,3.635300,3.549400,1124.000000,643073137.000000,1148928000.000000,252489728.000000,1292636160.000000,3.243500,0.045900,0.013700,3.142800,0.015100,0.009600,0.000900,0.000400,0.012900,0.002600,0.000000
115,0.262904,1.947803,1.939300,1.846600,1124.000000,643068813.000000,1148928000.000000,252489728.000000,1292636160.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.350600,0.000000,0.000000,0.000000,0.003200,0.000000
116,0.264469,1.576198,1.583700,1.489400,1124.000000,643067989.000000,1148928000.000000,252489728.000000,1292636160.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.343200,0.000000,0.000000,0.000000,0.003600,0.000000
117,0.266650,1.615901,1.618700,1.536100,1124.000000,643068205.000000,1148928000.000000,252489728.000000,1292636160.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.358400,0.000000,0.000000,0.000000,0.003100,0.000000
118,0.267912,1.799802,1.763800,1.679900,1124.000000,643067133.000000,1148928000.000000,252489728.000000,1292636160.000000,0.000800,0.000000,0.000000,0.000000,0.000000,0.144700,0.000000,0.000000,0.000000,0.007500,0.000000
119,0.269608,1.714300,1.735600,1.621400,1124.000000,643075389.000000,1148928000.000000,252489728.000000,1292636160.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.370400,0.000000,0.000000,0.000000,0.004600,0.000000
120,0.271491,1.879996,1.860200,1.767600,1124.000000,643075453.000000,1148928000.000000,252489728.000000,1292636160.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.417000,0.000000,0.000000,0.000000,0.003700,0.000000
121,0.273156,1.694905,1.710000,1.604100,1176.000000,643075501.000000,1148928000.000000,252489728.000000,1292636160.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.370900,0.000000,0.000000,0.000000,0.003500,0.000000
122,0.276953,3.786295,3.770200,3.680500,1124.000000,643082401.000000,1148928000.000000,252489728.000000,1292636160.000000,3.366100,0.046100,0.013900,3.260000,0.017700,0.011000,0.000700,0.000500,0.013700,0.002700,0.000000
123,0.278793,1.816901,1.765000,1.664800,1124.000000,643082315.000000,1148928000.000000,252489728.000000,1292636160.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.340700,0.000000,0.000000,0.000000,0.002700,0.000000
124,0.280376,1.612401,1.675500,1.528400,1124.000000,643081789.000000,1148928000.000000,252489728.000000,1292636160.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.379900,0.000000,0.000000,0.000000,0.004000,0.000000
125,0.282404,2.002601,1.982000,1.888100,1124.000000,643081917.000000,1148928000.000000,252489728.000000,1292636160.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.408500,0.000000,0.000000,0.000000,0.002900,0.000000
126,0.283709,1.323703,1.344700,1.244100,1124.000000,643080781.000000,1148928000.000000,252489728.000000,1292636160.000000,0.000800,0.000000,0.000000,0.000000,0.000000,0.314800,0.000000,0.000000,0.000000,0.003300,0.000000
127,0.285358,1.643495,1.633500,1.552000,1124.000000,643081229.000000,1148928000.000000,252489728.000000,1292636160.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.313100,0.000000,0.000000,0.000000,0.002900,0.000000
128,0.287266,1.885105,1.865700,1.774800,1124.000000,643080829.000000,1148928000.000000,252489728.000000,1292636160.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.427800,0.000000,0.000000,0.000000,0.003500,0.000000
129,0.288862,1.629294,1.635300,1.531800,1124.000000,643080853.000000,1148928000.000000,252489728.000000,1292640256.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.348300,0.000000,0.000000,0.000000,0.003300,0.000000
130,0.290737,1.816504,1.666500,1.572700,1124.000000,643084973.000000,1148928000.000000,252489728.000000,1292640256.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.408400,0.000000,0.000000,0.000000,0.002800,0.000000
131,0.294477,3.781399,3.929700,3.686900,1124.000000,643092137.000000,1148928000.000000,252489728.000000,1292640256.000000,3.282900,0.047500,0.016500,3.169500,0.018200,0.009700,0.000600,0.000500,0.015600,0.003800,0.000000
132,0.296271,1.770203,1.691400,1.599600,1124.000000,643090141.000000,1148928000.000000,252489728.000000,1292640256.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.353700,0.000000,0.000000,0.000000,0.003100,0.000000
133,0.297979,1.744799,1.815200,1.651300,1124.000000,643090165.000000,1148928000.000000,252489728.000000,1292640256.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.321600,0.000000,0.000000,0.000000,0.004300,0.000000
134,0.299563,1.592900,1.600600,1.509400,1124.000000,643090189.000000,1148928000.000000,252489728.000000,1292640256.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.363200,0.000000,0.000000,0.000000,0.003000,0.000000
135,0.301552,1.956300,1.941000,1.856600,1124.000000,643093429.000000,1148928000.000000,252489728.000000,1292640256.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.419500,0.000000,0.000000,0.000000,0.002900,0.000000
136,0.303335,1.782802,1.786300,1.690100,1124.000000,643093461.000000,1148928000.000000,252489728.000000,1292640256.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.352200,0.000000,0.000000,0.000000,0.003400,0.000000
137,0.305045,1.739300,1.732900,1.642500,1124.000000,643093477.000000,1148928000.000000,252489728.000000,1292644352.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.363700,0.000000,0.000000,0.000000,0.003300,0.000000
138,0.306947,1.867900,1.858300,1.759000,1124.000000,643093501.000000,1148928000.000000,252489728.000000,1292644352.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.460100,0.000000,0.000000,0.000000,0.002600,0.000000
139,0.311020,4.061196,4.047900,3.945300,1124.000000,643103625.000000,1148928000.000000,252489728.000000,1292644352.000000,3.531200,0.056500,0.016700,3.412500,0.018100,0.013700,0.000800,0.000500,0.016900,0.003700,0.000000
140,0.312891,1.911905,1.928400,1.817400,1124.000000,643094677.000000,1148928000.000000,252489728.000000,1292644352.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.424700,0.000000,0.000000,0.000000,0.002500,0.000000
141,0.314446,1.573498,1.580100,1.491200,1124.000000,643098797.000000,1148928000.000000,252489728.000000,1292644352.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.357000,0.000000,0.000000,0.000000,0.003000,0.000000
142,0.316098,1.651998,1.655100,1.574900,1124.000000,643098821.000000,1148928000.000000,252489728.000000,1292644352.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.355200,0.000000,0.000000,0.000000,0.002700,0.000000
143,0.317777,1.668899,1.661100,1.584000,1124.000000,643097917.000000,1148928000.000000,252489728.000000,1292644352.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.348300,0.000000,0.000000,0.000000,0.002700,0.000000
144,0.319578,1.784106,1.716700,1.632000,1124.000000,643097941.000000,1148928000.000000,252489728.000000,1292644352.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.390700,0.000000,0.000000,0.000000,0.002700,0.000000
145,0.321292,1.713797,1.765000,1.620600,1124.000000,643102061.000000,1148928000.000000,252489728.000000,1292648448.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.415400,0.000000,0.000000,0.000000,0.003800,0.000000
146,0.323211,1.911501,1.909600,1.816700,1124.000000,643102085.000000,1148928000.000000,252489728.000000,1292648448.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.437800,0.000000,0.000000,0.000000,0.002900,0.000000
147,0.327752,4.487996,4.029200,3.930200,1124.000000,643118769.000000,1148928000.000000,252489728.000000,1292648448.000000,3.556200,0.055200,0.020900,3.427200,0.022800,0.008900,0.000600,0.000500,0.013800,0.002700,0.000000
148,0.329043,1.286402,1.748300,1.211300,1124.000000,643112629.000000,1148928000.000000,252489728.000000,1292648448.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.017500,0.000000,0.000000,0.000000,0.004300,0.000000
149,0.330687,1.703904,1.692800,1.606700,1124.000000,643112653.000000,1148928000.000000,252489728.000000,1292648448.000000,0.000900,0.000000,0.000000,0.000000,0.000000,0.356800,0.000000,0.000000,0.000000,0.008000,0.000000
150,0.332517,1.844196,1.840000,1.748000,1124.000000,643112677.000000,1148928000.000000,252489728.000000,1292648448.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.396200,0.000000,0.000000,0.000000,0.003800,0.000000
151,0.334078,1.574504,1.590000,1.498800,1124.000000,643107573.000000,1148928000.000000,252489728.000000,1292648448.000000,0.000800,0.000000,0.000000,0.000000,0.000000,0.328400,0.000000,0.000000,0.000000,0.003500,0.000000
152,0.335650,1.582497,1.581100,1.507500,1124.000000,643111693.000000,1148928000.000000,252489728.000000,1292648448.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.349700,0.000000,0.000000,0.000000,0.002400,0.000000
153,0.337657,1.952898,1.931400,1.848500,1124.000000,643112149.000000,1148928000.000000,252489728.000000,1292648448.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.430000,0.000000,0.000000,0.000000,0.002400,0.000000
154,0.339224,1.596003,1.599100,1.504200,1124.000000,643112205.000000,1148928000.000000,252489728.000000,1292648448.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.328600,0.000000,0.000000,0.000000,0.003500,0.000000
155,0.341063,1.820401,1.813100,1.721800,1124.000000,643113573.000000,1148928000.000000,252489728.000000,1292648448.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.433300,0.000000,0.000000,0.000000,0.003300,0.000000
156,0.346462,5.301800,5.260100,5.155000,1124.000000,643111405.000000,1148928000.000000,252489728.000000,1292648448.000000,4.350600,0.045700,0.015800,4.221400,0.034100,0.009700,0.000700,0.000500,0.016600,0.003600,0.000000
157,0.348063,1.513294,1.533300,1.402100,1124.000000,643115805.000000,1148928000.000000,252489728.000000,1292648448.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.279100,0.000000,0.000000,0.000000,0.005000,0.000000
158,0.349547,1.680201,1.688700,1.580800,1124.000000,643119925.000000,1148928000.000000,252489728.000000,1292648448.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.415600,0.000000,0.000000,0.000000,0.003600,0.000000
159,0.351088,1.555499,1.567800,1.473300,1124.000000,643119949.000000,1148928000.000000,252489728.000000,1292648448.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.356100,0.000000,0.000000,0.000000,0.003500,0.000000
160,0.352887,1.783099,1.767000,1.682400,1124.000000,643119717.000000,1148928000.000000,252489728.000000,1292648448.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.390400,0.000000,0.000000,0.000000,0.002600,0.000000
161,0.354518,1.642205,1.517800,1.425200,1124.000000,643119741.000000,1148928000.000000,252489728.000000,1292648448.000000,0.000900,0.000000,0.000000,0.000000,0.000000,0.318200,0.000000,0.000000,0.000000,0.003500,0.000000
162,0.355989,1.483900,1.613700,1.398800,1124.000000,643119765.000000,1148928000.000000,252489728.000000,1292648448.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.376800,0.000000,0.000000,0.000000,0.003000,0.000000
163,0.357876,1.843396,1.820200,1.728800,1124.000000,643124757.000000,1148928000.000000,252489728.000000,1292648448.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.409500,0.000000,0.000000,0.000000,0.002300,0.000000
164,0.361707,3.789002,3.776300,3.669800,1124.000000,643129625.000000,1148928000.000000,252489728.000000,1292648448.000000,3.268900,0.045900,0.014800,3.154000,0.020100,0.009800,0.000700,0.000500,0.017200,0.003600,0.000000
165,0.363436,1.766702,1.781900,1.682300,1124.000000,643124685.000000,1148928000.000000,252489728.000000,1292648448.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.352900,0.000000,0.000000,0.000000,0.003100,0.000000
166,0.364893,1.506796,1.515500,1.421300,1124.000000,643124285.000000,1148928000.000000,252489728.000000,1292648448.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.322900,0.000000,0.000000,0.000000,0.003900,0.000000
167,0.366599,1.698101,1.698300,1.614100,1124.000000,643124317.000000,1148928000.000000,252489728.000000,1292648448.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.424900,0.000000,0.000000,0.000000,0.002800,0.000000
168,0.368218,1.624603,1.614000,1.533900,1124.000000,643124493.000000,1148928000.000000,252489728.000000,1292648448.000000,0.000400,0.000000,0.000000,0.000000,0.000000,0.336100,0.000000,0.000000,0.000000,0.003000,0.000000
169,0.369845,1.634701,1.626300,1.538300,1124.000000,643131861.000000,1148928000.000000,252489728.000000,1292648448.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.370900,0.000000,0.000000,0.000000,0.002900,0.000000
170,0.371591,1.736494,1.745900,1.650800,1124.000000,643135981.000000,1148928000.000000,252489728.000000,1292648448.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.432100,0.000000,0.000000,0.000000,0.002600,0.000000
171,0.373304,1.721103,1.725600,1.642900,1124.000000,643138205.000000,1148928000.000000,252489728.000000,1292648448.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.360000,0.000000,0.000000,0.000000,0.002600,0.000000
172,0.377393,4.017999,3.986600,3.902500,1124.000000,643141697.000000,1148928000.000000,252489728.000000,1292648448.000000,3.553500,0.039300,0.011600,3.447600,0.019500,0.009100,0.000900,0.000500,0.019200,0.002300,0.000000
173,0.380239,1.868502,1.875000,1.768000,1124.000000,643136501.000000,1148928000.000000,252489728.000000,1292648448.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.018400,0.000000,0.000000,0.000000,0.003500,0.000000
174,0.380948,1.726602,1.727800,1.629300,1124.000000,643136525.000000,1148928000.000000,252489728.000000,1292648448.000000,0.000800,0.000000,0.000000,0.000000,0.000000,0.210000,0.000000,0.000000,0.000000,0.006100,0.000000
175,0.382641,1.708801,1.714400,1.619900,1124.000000,643140645.000000,1148928000.000000,252489728.000000,1292648448.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.363700,0.000000,0.000000,0.000000,0.003700,0.000000
176,0.384218,1.570295,1.571200,1.486600,1124.000000,643140317.000000,1148928000.000000,252489728.000000,1292648448.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.319400,0.000000,0.000000,0.000000,0.003400,0.000000
177,0.386062,1.826800,1.813800,1.729600,1124.000000,643140365.000000,1148928000.000000,252489728.000000,1292648448.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.471600,0.000000,0.000000,0.000000,0.002300,0.000000
178,0.387907,1.845004,1.834000,1.726600,1124.000000,643140365.000000,1148928000.000000,252489728.000000,1292648448.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.394100,0.000000,0.000000,0.000000,0.003800,0.000000
179,0.389423,1.544997,1.558400,1.459800,1124.000000,643141661.000000,1148928000.000000,252489728.000000,1292648448.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.315400,0.000000,0.000000,0.000000,0.003700,0.000000
180,0.391740,1.958503,1.791100,1.699100,1124.000000,643144509.000000,1148928000.000000,252489728.000000,1292648448.000000,0.000400,0.000000,0.000000,0.000000,0.000000,0.426500,0.000000,0.000000,0.000000,0.002500,0.000000
181,0.395194,3.783695,3.931800,3.689600,1124.000000,643150473.000000,1148928000.000000,252489728.000000,1292648448.000000,2.960900,0.056500,0.024300,2.822900,0.020000,0.009800,0.000900,0.000700,0.016800,0.007800,0.000000
182,0.397071,1.884205,1.887100,1.789900,1124.000000,643145485.000000,1148928000.000000,252489728.000000,1292648448.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.428000,0.000000,0.000000,0.000000,0.002900,0.000000
183,0.398702,1.653501,1.657700,1.567300,1124.000000,643148757.000000,1148928000.000000,252489728.000000,1292648448.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.362900,0.000000,0.000000,0.000000,0.003300,0.000000
184,0.400325,1.628897,1.628100,1.546600,1124.000000,643148781.000000,1148928000.000000,252489728.000000,1292648448.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.359800,0.000000,0.000000,0.000000,0.002700,0.000000
185,0.402129,1.801899,1.796300,1.714400,1124.000000,643148381.000000,1148928000.000000,252489728.000000,1292648448.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.416000,0.000000,0.000000,0.000000,0.002600,0.000000
186,0.403856,1.691199,1.697400,1.612500,1124.000000,643152501.000000,1148928000.000000,252489728.000000,1292648448.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.364700,0.000000,0.000000,0.000000,0.002400,0.000000
187,0.405481,1.663102,1.658600,1.580900,1124.000000,643154717.000000,1148928000.000000,252489728.000000,1292648448.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.326000,0.000000,0.000000,0.000000,0.002600,0.000000
188,0.407702,2.158199,2.123000,2.031700,1124.000000,643152549.000000,1148928000.000000,252489728.000000,1292648448.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.439900,0.000000,0.000000,0.000000,0.002400,0.000000
189,0.411662,3.987401,3.992000,3.879100,1124.000000,643156626.000000,1148928000.000000,252489728.000000,1292648448.000000,3.272600,0.069200,0.017100,3.133200,0.018900,0.012400,0.000800,0.000700,0.016300,0.004500,0.000000
190,0.413303,1.658900,1.671000,1.568600,1124.000000,643153533.000000,1148928000.000000,252489728.000000,1292648448.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.379700,0.000000,0.000000,0.000000,0.002700,0.000000
191,0.414801,1.523101,1.534600,1.449800,1124.000000,643158101.000000,1148928000.000000,252489728.000000,1292648448.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.322700,0.000000,0.000000,0.000000,0.003100,0.000000
192,0.416482,1.676701,1.673700,1.600600,1124.000000,643157677.000000,1148928000.000000,252489728.000000,1292648448.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.441800,0.000000,0.000000,0.000000,0.002300,0.000000
193,0.418088,1.605499,1.600700,1.526900,1124.000000,643156789.000000,1148928000.000000,252489728.000000,1292648448.000000,0.000400,0.000000,0.000000,0.000000,0.000000,0.314600,0.000000,0.000000,0.000000,0.002700,0.000000
194,0.419654,1.568403,1.569600,1.481000,1124.000000,643156813.000000,1148928000.000000,252489728.000000,1292648448.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.315200,0.000000,0.000000,0.000000,0.002300,0.000000
195,0.421548,1.840597,1.718500,1.639100,1124.000000,643157685.000000,1148928000.000000,252489728.000000,1292648448.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.433200,0.000000,0.000000,0.000000,0.002800,0.000000
196,0.423239,1.683603,1.779800,1.586900,1124.000000,643160965.000000,1148928000.000000,252489728.000000,1292648448.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.353900,0.000000,0.000000,0.000000,0.003900,0.000000
197,0.427015,3.788896,3.783200,3.682600,1124.000000,643171353.000000,1148928000.000000,252489728.000000,1292648448.000000,3.286800,0.048400,0.014400,3.177500,0.017100,0.009800,0.000600,0.000500,0.013600,0.003500,0.000000
198,0.428713,1.735799,1.745700,1.649300,1124.000000,643165405.000000,1148928000.000000,252489728.000000,1292648448.000000,0.000500,0.000000,0.000000,0.000000,0.000000,0.312300,0.000000,0.000000,0.000000,0.002900,0.000000
199,0.430223,1.520599,1.530600,1.445700,1124.000000,643165397.000000,1148928000.000000,252489728.000000,1292648448.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.320700,0.000000,0.000000,0.000000,0.002800,0.000000
200,0.432031,1.796606,1.787600,1.712200,1124.000000,643165421.000000,1148928000.000000,252489728.000000,1292648448.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.433300,0.000000,0.000000,0.000000,0.002200,0.000000
201,0.433866,1.810296,1.790300,1.705000,1124.000000,643164949.000000,1148928000.000000,252489728.000000,1292648448.000000,0.000600,0.000000,0.000000,0.000000,0.000000,0.341600,0.000000,0.000000,0.000000,0.002700,0.000000
202,0.435550,1.699199,1.708100,1.610000,1124.000000,643164973.000000,1148928000.000000,252489728.000000,1292648448.000000,0.000700,0.000000,0.000000,0.000000,0.000000,0.350900,0.000000,0.000000,0.000000,0.003600,0.000000
